Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
sweethome3d-5.6,com.eteks.sweethome3d.swing,IconPreviewComponent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractModelPreviewComponent
sweethome3d-5.6,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel,Feature Envy,The tool detected a instance of this smell because run is more interested in members of the type: ImportedTextureWizardController
sweethome3d-5.6,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel,Feature Envy,The tool detected a instance of this smell because run is more interested in members of the type: ImportedTextureWizardController
sweethome3d-5.6,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel,Feature Envy,The tool detected a instance of this smell because run is more interested in members of the type: ImportedTextureWizardController
sweethome3d-5.6,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): View
sweethome3d-5.6,com.eteks.sweethome3d.swing,ImportedTextureWizardStepsPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 38 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,InterruptedPrinterException,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,JPEGImagesToVideo,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,LabelPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,LabelPanel,Feature Envy,The tool detected a instance of this smell because changedUpdate is more interested in members of the type: LabelController
sweethome3d-5.6,com.eteks.sweethome3d.swing,LabelPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: LabelController
sweethome3d-5.6,com.eteks.sweethome3d.swing,LabelPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: LabelController
sweethome3d-5.6,com.eteks.sweethome3d.swing,LevelPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,LevelPanel,Feature Envy,The tool detected a instance of this smell because changedUpdate is more interested in members of the type: LevelController
sweethome3d-5.6,com.eteks.sweethome3d.swing,LevelPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: LevelController
sweethome3d-5.6,com.eteks.sweethome3d.swing,LevelPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: LevelController
sweethome3d-5.6,com.eteks.sweethome3d.swing,LevelPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,LevelsTableModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,ModelMaterialsComponent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,ModelMaterialsComponent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): View
sweethome3d-5.6,com.eteks.sweethome3d.swing,ModelMaterialsPanel,Feature Envy,The tool detected a instance of this smell because modelUpdated is more interested in members of the type: ModelMaterialsController
sweethome3d-5.6,com.eteks.sweethome3d.swing,ModelMaterialsPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 21 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,MaterialListCellRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,ModelPreviewComponent,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 38 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,JCanvas3DWithNotifiedPaint,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,MultipleLevelsPlanPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 56 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,LanguageChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,LevelLabel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,NullableCheckBox,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: TEXT_CHANGED_PROPERTY; MNEMONIC_CHANGED_PROPERTY; checkBox; value; nullable; changeListeners
sweethome3d-5.6,com.eteks.sweethome3d.swing,NullableSpinnerDateModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,NullableSpinnerLengthModel,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): NullableSpinnerNumberModel
sweethome3d-5.6,com.eteks.sweethome3d.swing,ObserverCameraPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,PageSetupPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,PhotoPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: PhotoController
sweethome3d-5.6,com.eteks.sweethome3d.swing,PhotoPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 28 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,LanguageChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,PhotoSizeAndQualityPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,LanguageChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,PhotosPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,LanguageChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,CamerasListModel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,PlanComponent,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ROTATE; RESIZE; ELEVATE; RESIZE_HEIGHT; CHANGE_POWER; MOVE_TEXT; ROTATE_TEXT; ROTATE_PITCH; ROTATE_ROLL; name; MARGIN; home; preferences; object3dFactory; scale; selectedItemsOutlinePainted; backgroundPainted; horizontalRuler; verticalRuler; rotationCursor; elevationCursor; heightCursor; powerCursor; resizeCursor; moveCursor; panningCursor; duplicationCursor; rectangleFeedback; alignedObjectClass; alignedObjectFeedback; locationFeeback; showPointFeedback; centerAngleFeedback; point1AngleFeedback; point2AngleFeedback; draggedItemsFeedback; dimensionLinesFeedback; selectionScrollUpdated; wallsDoorsOrWindowsModification; toolTip; toolTipWindow; resizeIndicatorVisible; toolTipEditableTextFields; toolTipKeyListener; sortedLevelFurniture; sortedLevelRooms; fonts; fontsMetrics; planBoundsCache; planBoundsCacheValid; invalidPlanBounds; backgroundImageCache; patternImagesCache; otherLevelsWallsCache; otherLevelsWallAreaCache; otherLevelsRoomsCache; otherLevelsRoomAreaCache; wallsPatternBackgroundCache; wallsPatternForegroundCache; wallAreasCache; doorOrWindowWallThicknessAreasCache; floorTextureImagesCache; furnitureTopViewIconsCache; backgroundImageLoader; POINT_INDICATOR; FURNITURE_ROTATION_INDICATOR; FURNITURE_PITCH_ROTATION_INDICATOR; FURNITURE_ROLL_ROTATION_INDICATOR; FURNITURE_RESIZE_INDICATOR; ELEVATION_INDICATOR; ELEVATION_POINT_INDICATOR; FURNITURE_HEIGHT_INDICATOR; FURNITURE_HEIGHT_POINT_INDICATOR; LIGHT_POWER_INDICATOR; LIGHT_POWER_POINT_INDICATOR; WALL_ORIENTATION_INDICATOR; WALL_POINT; WALL_AND_LINE_RESIZE_INDICATOR; CAMERA_YAW_ROTATION_INDICATOR; CAMERA_PITCH_ROTATION_INDICATOR; CAMERA_ELEVATION_INDICATOR; CAMERA_BODY; CAMERA_HEAD; DIMENSION_LINE_END; TEXT_LOCATION_INDICATOR; TEXT_ANGLE_INDICATOR; LABEL_CENTER_INDICATOR; COMPASS_DISC; COMPASS; COMPASS_ROTATION_INDICATOR; COMPASS_RESIZE_INDICATOR; ARROW; INDICATOR_STROKE; POINT_STROKE; WALL_STROKE_WIDTH; BORDER_STROKE_WIDTH; ERROR_TEXTURE_IMAGE; WAIT_TEXTURE_IMAGE; planComponent; lastMousePressedLocation; dx; dy; toggle; alignmentActivated; duplicationActivated; editionActivated; focusedTextFieldIndex; focusedTextField; orientation; mouseLocation; icon; pieceWidth; pieceDepth; pieceColor; pieceTexture; sceneRoot; iconsCreationExecutor
sweethome3d-5.6,com.eteks.sweethome3d.swing,PlanComponent,Unexploited Encapsulation,The tool detected the smell because a set of type checks are performed while those types belong to the same hierarchy. The participating types that were checked are: Wall; HomePieceOfFurniture in method addControllerListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,PlanComponent,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: Wall; HomePieceOfFurniture in method addControllerListener
sweethome3d-5.6,com.eteks.sweethome3d.swing,PlanComponent,Rebellious Hierarchy,The tool detected the smell in this class because method(s) of this class reject the methods provided by its supertypes. The method(s) that reject the suptertype's method are: setCursor
sweethome3d-5.6,com.eteks.sweethome3d.swing,PlanComponent,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: PlanComponent; SVGSupport; PieceOfFurniturePlanIcon
sweethome3d-5.6,com.eteks.sweethome3d.swing,PlanComponent,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 96 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,PaintMode,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,IndicatorType,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: ROTATE; RESIZE; ELEVATE; RESIZE_HEIGHT; CHANGE_POWER; MOVE_TEXT; ROTATE_TEXT; ROTATE_PITCH; ROTATE_ROLL; name
sweethome3d-5.6,com.eteks.sweethome3d.swing,UserPreferencesChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,MoveSelectionAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,ToggleMagnetismAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,SetAlignmentActivatedAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,SetDuplicationActivatedAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,SetEditionActivatedAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,PlanRulerComponent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): View
sweethome3d-5.6,com.eteks.sweethome3d.swing,PieceOfFurnitureModelIcon,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): PieceOfFurnitureTopViewIcon
sweethome3d-5.6,com.eteks.sweethome3d.swing,PlanTransferHandler,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): LocatedTransferHandler
sweethome3d-5.6,com.eteks.sweethome3d.swing,PolylinePanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,PolylinePanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 24 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,PrintPreviewPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,HigherInsetsButton,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,Constraints,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,ResourceAction,Deficient Encapsulation,The tool detected the smell in this class because the class exposes fields belonging to it with public accessibility. Following fields are declared with public accessiblity: POPUP; TOGGLE_BUTTON_MODEL; resourceAction; resourceClass; actionPrefix; action; propertyChangeSupport
sweethome3d-5.6,com.eteks.sweethome3d.swing,LanguageChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,PopupMenuItemAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,ButtonAction,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,RoomPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,RoomPanel,Feature Envy,The tool detected a instance of this smell because changedUpdate is more interested in members of the type: RoomController
sweethome3d-5.6,com.eteks.sweethome3d.swing,RoomPanel,Feature Envy,The tool detected a instance of this smell because propertyChange is more interested in members of the type: NullableCheckBox
sweethome3d-5.6,com.eteks.sweethome3d.swing,RoomPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: RoomController
sweethome3d-5.6,com.eteks.sweethome3d.swing,RoomPanel,Feature Envy,The tool detected a instance of this smell because propertyChange is more interested in members of the type: NullableCheckBox
sweethome3d-5.6,com.eteks.sweethome3d.swing,RoomPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: RoomController
sweethome3d-5.6,com.eteks.sweethome3d.swing,RoomPanel,Feature Envy,The tool detected a instance of this smell because propertyChange is more interested in members of the type: NullableCheckBox
sweethome3d-5.6,com.eteks.sweethome3d.swing,RoomPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: RoomController
sweethome3d-5.6,com.eteks.sweethome3d.swing,RoomPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 40 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,SwingTools,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 39 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,MenuItemsVisibilityListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,SwingViewFactory,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 29 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,TextureChoiceComponent,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,TexturePanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 26 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,TextureListCellRenderer,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,TexturesCatalogListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,TexturesCatalogListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,ThreadedTaskPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,UserPreferencesPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 55 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,SupportedLanguagesChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,AutoCommitLengthSpinner,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AutoCommitSpinner
sweethome3d-5.6,com.eteks.sweethome3d.swing,VideoPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: VideoController
sweethome3d-5.6,com.eteks.sweethome3d.swing,VideoPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 44 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.swing,ActionType,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,LanguageChangeListener,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,DragListenerWithVisualRepresentation,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: WallController
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: WallController
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: WallController
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: WallController
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: WallController
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: WallController
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: WallController
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: WallController
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: WallController
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Feature Envy,The tool detected a instance of this smell because stateChanged is more interested in members of the type: WallController
sweethome3d-5.6,com.eteks.sweethome3d.swing,WallPanel,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 55 public methods
sweethome3d-5.6,com.eteks.sweethome3d.swing,WizardPane,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
sweethome3d-5.6,com.eteks.sweethome3d.tools,ResourceURLContent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): URLContent
sweethome3d-5.6,com.eteks.sweethome3d.tools,TemporaryURLContent,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): URLContent
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,AbstractPhotoController,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): Controller
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,AbstractPhotoController,Cyclically-dependent Modularization,The tool detected the smell in this class because this class participates in a cyclic dependency. The participating classes in the cycle are: EnvironmentChangeListener; AbstractPhotoController
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,AbstractPhotoController,Insufficient Modularization,The tool detected the smell in this class becuase the class has bloated interface (large number of public methods). Total public methods in the class: 20 public methods
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,Property,Unnecessary Abstraction,The tool detected the smell in this class because the class contains only a few data members without any method implementation, that indicates that the abstraction might not be required. Following fields are declared in this class: 
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,BackgroundImageWizardController,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): WizardController; Controller
sweethome3d-5.6,com.eteks.sweethome3d.viewcontroller,BackgroundImageWizardController,Multipath Hierarchy,The tool detected the smell in this class because the class inherits another class directly as well as indirectly. The redundant inherited supertype is: Controller
