file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\nodes\NodeViewer.java,ca.mcgill.cs.jetuml.viewers.nodes.NodeViewer,interface,6,8,2,6,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\ObjectDiagramBuilder.java,ca.mcgill.cs.jetuml.diagram.builder.ObjectDiagramBuilder,class,15,16,1,15,22,2,0,24,21,0.0,0.0,0.0,7,1,3,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,5,74,8,1,7,0,0,1,3,9,1,6,3,0,0,4,48,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\UseCaseGeneralizationEdgeViewer.java,ca.mcgill.cs.jetuml.viewers.edges.UseCaseGeneralizationEdgeViewer,class,1,2,1,1,1,3,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\views\Grid.java,ca.mcgill.cs.jetuml.views.Grid,class,7,10,3,7,14,1,0,16,0,0.5,1.0,1.0,6,5,5,1,0,0,5,0,0,0,2,2,0,2,0,0,2,0,10,58,4,2,3,0,7,0,7,24,20,18,1,0,0,0,89,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\nodes\ImplicitParameterNode.java,ca.mcgill.cs.jetuml.diagram.nodes.ImplicitParameterNode,class,3,12,9,3,9,4,0,13,3,0.33333334,0.4,0.4,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,0,0,1,35,3,1,1,0,0,0,0,4,0,3,1,0,0,0,50,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\SegmentationStyle.java,ca.mcgill.cs.jetuml.viewers.edges.SegmentationStyle$Side,enum,2,2,0,2,13,1,0,0,3,0.0,1.0,1.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,32,11,0,2,0,0,0,0,0,0,0,1,0,0,0,35,0,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\tips\TipDialog.java,ca.mcgill.cs.jetuml.gui.tips.TipDialog,class,32,35,3,32,26,1,0,81,53,0.8853332,1.0,1.0,15,4,2,13,0,0,2,0,0,0,25,19,0,25,0,0,21,0,14,201,12,1,7,1,0,14,18,60,13,66,2,0,0,6,160,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\application\ApplicationResources.java,ca.mcgill.cs.jetuml.application.ApplicationResources,class,2,19,17,2,6,1,0,4,1,0.6666667,1.0,1.0,3,0,2,1,0,0,2,0,0,0,3,2,1,2,0,0,2,0,1,20,3,0,2,1,0,1,0,3,0,3,1,0,0,0,79,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\nodes\ImplicitParameterNodeViewer.java,ca.mcgill.cs.jetuml.viewers.nodes.ImplicitParameterNodeViewer,class,18,24,6,18,19,2,0,44,30,0.8472222,0.3,0.6,9,0,5,4,0,0,5,0,0,0,8,8,0,8,0,0,8,0,10,88,13,1,1,0,3,0,13,32,11,29,1,0,0,0,87,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\Diagram.java,ca.mcgill.cs.jetuml.diagram.Diagram,class,8,45,37,8,57,1,0,42,117,0.68115944,0.44444445,0.8888889,23,1,18,5,0,0,18,0,0,0,3,0,0,3,0,0,3,0,4,149,17,8,19,0,0,0,2,10,0,12,2,0,0,2,169,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\geom\Rectangle.java,ca.mcgill.cs.jetuml.geom.Rectangle,class,2,53,51,2,42,1,0,8,0,0.29411766,0.8897059,1.0,17,0,17,0,0,0,17,0,0,0,4,0,0,4,0,0,2,0,5,103,19,0,11,0,0,1,6,25,26,15,1,0,0,0,70,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\nodes\PointNodeViewer.java,ca.mcgill.cs.jetuml.viewers.nodes.PointNodeViewer,class,6,7,1,6,5,2,0,4,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,14,3,0,0,0,0,0,3,1,0,1,0,0,0,0,30,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\UseCaseGeneralizationEdge.java,ca.mcgill.cs.jetuml.diagram.edges.UseCaseGeneralizationEdge,class,1,3,2,1,0,3,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\persistence\AbstractContext.java,ca.mcgill.cs.jetuml.persistence.AbstractContext,class,2,6,4,2,6,1,2,4,2,0.5,0.33333334,0.33333334,4,0,3,0,1,0,4,0,0,0,2,0,0,1,1,0,2,0,0,19,3,0,2,0,0,0,0,2,0,2,0,0,0,0,45,1025,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\DiagramTabToolBar.java,ca.mcgill.cs.jetuml.gui.DiagramTabToolBar,class,34,37,3,34,33,6,0,64,114,0.8125,0.0,0.0,16,2,6,10,0,0,6,0,0,0,1,0,0,1,0,0,0,0,14,128,6,3,6,0,9,8,12,17,5,17,3,0,0,1,151,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\builder\constraints\ClassDiagramEdgeConstraints.java,ca.mcgill.cs.jetuml.diagram.builder.constraints.ClassDiagramEdgeConstraints,class,8,9,1,8,20,1,0,6,10,0.0,0.0,0.0,5,4,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,47,12,2,16,0,3,0,0,3,0,3,3,0,0,4,36,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\geom\Direction.java,ca.mcgill.cs.jetuml.geom.Direction,class,2,16,14,2,7,1,0,7,0,0.77777773,0.6,0.6666667,6,0,6,0,0,0,6,0,0,0,6,4,4,2,0,0,4,0,7,34,5,0,1,0,0,1,9,10,13,8,1,0,0,0,73,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\gui\NewDiagramHandler.java,ca.mcgill.cs.jetuml.gui.NewDiagramHandler,class,3,5,2,3,5,1,0,1,0,0.33333334,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,2,0,0,15,1,0,2,0,0,0,0,2,0,2,0,0,0,0,34,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\StateTransitionEdgeViewer.java,ca.mcgill.cs.jetuml.viewers.edges.StateTransitionEdgeViewer,class,30,32,2,30,51,2,0,92,192,0.9285715,0.0,0.0,21,0,6,14,1,0,7,0,0,0,12,11,0,12,0,0,11,0,30,258,23,1,13,0,12,0,62,79,78,65,2,0,0,0,134,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\views\DiagramViewer.java,ca.mcgill.cs.jetuml.views.DiagramViewer,class,11,19,8,11,31,1,1,23,21,0.0,0.0,0.0,7,0,5,1,1,0,6,0,4,0,0,0,0,0,0,0,0,0,12,81,10,6,15,0,0,0,4,12,0,8,2,0,0,3,113,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\AbstractDiagramElement.java,ca.mcgill.cs.jetuml.diagram.AbstractDiagramElement,class,3,21,18,3,5,1,2,2,4,0.5,0.16666667,0.16666667,4,0,1,0,3,0,4,0,1,0,1,0,0,1,0,0,0,0,0,22,3,0,0,1,0,0,0,2,0,2,1,0,0,0,49,1025,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\DiagramElement.java,ca.mcgill.cs.jetuml.diagram.DiagramElement,interface,1,24,23,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\diagram\edges\ObjectCollaborationEdge.java,ca.mcgill.cs.jetuml.diagram.edges.ObjectCollaborationEdge,class,1,5,4,1,0,4,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\nodes\NodeViewerRegistry.java,ca.mcgill.cs.jetuml.viewers.nodes.NodeViewerRegistry,class,37,58,21,37,9,1,0,11,0,0.5,1.0,1.0,8,6,6,2,0,0,6,0,0,0,2,1,0,2,0,0,1,0,0,43,5,0,1,0,0,0,0,2,0,2,0,0,0,0,104,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\nodes\InterfaceNodeViewer.java,ca.mcgill.cs.jetuml.viewers.nodes.InterfaceNodeViewer,class,3,4,1,3,1,3,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,25,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\AggregationEdgeViewer.java,ca.mcgill.cs.jetuml.viewers.edges.AggregationEdgeViewer,class,7,9,2,7,3,3,0,6,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,13,2,0,1,0,3,0,0,0,0,6,1,0,0,6,23,17,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\ca\mcgill\cs\jetuml\viewers\edges\EdgeViewer.java,ca.mcgill.cs.jetuml.viewers.edges.EdgeViewer,interface,6,8,2,6,6,1,0,0,15,0.0,0.0,0.0,6,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,0
C:\Users\20215365\Documents\Research\Desktop\.\JetUML-3.1\src\org\json\JSONArray.java,org.json.JSONArray,class,4,11,7,4,53,1,0,33,46,0.4117647,0.33088234,0.33088234,17,0,17,0,0,0,17,0,0,0,1,0,0,1,0,0,1,0,10,193,15,5,11,5,4,16,15,20,6,14,4,0,0,0,221,1,0
